_id,MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
978,Harris Tp,Pressault,Genevieve,Local Councillor,,,Acclaimed,Yes,Yes,
979,Harris Tp,Sutton,Ronald,Local Councillor,,,Acclaimed,Yes,Yes,
980,Hastings Highlands M,Fitzgerald,Tony,Mayor,1130,2472,Elected,Yes,No,No
981,Hastings Highlands M,Nieman,Joan,Local Councillor,1539,9069,Elected,No,No,No
982,Hastings Highlands M,Matheson,Nancy,Local Councillor,1301,9069,Elected,Yes,Yes,No
983,Hastings Highlands M,Hagar,Tracy,Local Councillor,1285,9069,Elected,Yes,No,No
984,Hastings Highlands M,Davis,Roger,Local Councillor,1180,9069,Elected,No,No,No
985,Hastings Highlands M,Buck,Keith,Local Councillor,1001,9069,Elected,Yes,Yes,No
986,Hastings Highlands M,Davis,Tammy,Deputy Mayor,,,Acclaimed,Yes,No,No
987,Havelock-Belmont-Methuen Tp,Martin,Jim,Mayor,1640,2194,Elected,Yes,Yes,No
988,Havelock-Belmont-Methuen Tp,Clement,Kathy,Local Councillor,743,2194,Elected,No,No,No
989,Havelock-Belmont-Methuen Tp,Doherty,Jerry,Local Councillor,858,1839,Elected,No,No,No
990,Havelock-Belmont-Methuen Tp,Flagler,Beverly,Local Councillor,140,355,Elected,No,No,No
991,Havelock-Belmont-Methuen Tp,Webb,Hart,Deputy Mayor,,,Acclaimed,Yes,No,No
992,Hawkesbury T,Lefebvre,Robert,Mayor,2468,3364,Elected,Yes,No,No
993,Hawkesbury T,Campbell,Raymond,Local Councillor,1682,16439,Elected,Yes,Yes,No
994,Hawkesbury T,Chamaillard,André,Local Councillor,1557,16439,Elected,Yes,Yes,No
995,Hawkesbury T,Charlebois,Jeanne,Local Councillor,1930,16439,Elected,No,No,No
996,Hawkesbury T,Paquette,Yves,Local Councillor,1715,16439,Elected,Yes,Yes,No
997,Hawkesbury T,Séguin,Julie,Local Councillor,1878,16439,Elected,No,No,No
998,Hawkesbury T,Tsourounakis,Antonios,Local Councillor,1662,16439,Elected,Yes,Yes,No
999,"Head, Clara and Maria Tp",Grills,Debbi,Mayor,147,217,Elected,Yes,Yes,No
1000,"Head, Clara and Maria Tp",Richer,Rachel,Local Councillor,165,804,Elected,No,No,No
1001,"Head, Clara and Maria Tp",Dowser,Chris,Local Councillor,158,804,Elected,Yes,Yes,No
1002,"Head, Clara and Maria Tp",LeClerc,Karen,Local Councillor,148,804,Elected,No,No,No
1003,"Head, Clara and Maria Tp",Kelly-Chamberlain,Fran,Local Councillor,146,804,Elected,Yes,Yes,No
1004,Hearst T,Sigouin,Roger,Mayor,965,1154,Elected,Yes,Yes,No
1005,Hearst T,Baillargeon,Gaetan,Local Councillor,859,5637,Elected,Yes,Yes,No
1006,Hearst T,Lanoix,Martin,Local Councillor,773,5637,Elected,Yes,Yes,No
1007,Hearst T,Lauzon,Joel,Local Councillor,670,5637,Elected,Yes,Yes,No
1008,Hearst T,Lemaire,Daniel,Local Councillor,811,5637,Elected,Yes,Yes,No
1009,Hearst T,Picard,Nicolas,Local Councillor,782,5637,Elected,No,No,No
1010,Hearst T,Vachon,Josée,Local Councillor,947,5637,Elected,Yes,Yes,No
1011,Highlands East M,Burton,Dave,Mayor,1117,1934,Elected,Yes,Yes,No
1012,Highlands East M,Lewis,Angela,Local Councillor,449,667,Elected,No,No,No
1013,Highlands East M,McKenzie,Cam,Local Councillor,,,Acclaimed,Yes,Yes,
1014,Highlands East M,Ryall,Cecil,Local Councillor,,,Acclaimed,Yes,Yes,
1015,Highlands East M,Strong,Ruth,Local Councillor,,,Acclaimed,Yes,Yes,
1016,Hilliard Tp,,,Vacant - Local Councillor,,,,,,
1017,Hilliard Tp,Bolesworth,Laurie,Reeve,,,Acclaimed,Yes,Yes,No
1018,Hilliard Tp,Peckover,Karen,Local Councillor,,,Acclaimed,Yes,Yes,No
1019,Hilliard Tp,Murphy,Bruce Duncan,Local Councillor,,,Acclaimed,Yes,Yes,No
1020,Hilliard Tp,Lane,Dan,Local Councillor,,,Acclaimed,No,No,No
1021,Hilton Beach V,Hope,Robert,Mayor,,,Acclaimed,Yes,Yes,No
1022,Hilton Beach V,Delvecchio,Brian,Local Councillor,,,Acclaimed,Yes,Yes,No
1023,Hilton Beach V,MacKay,Robert,Local Councillor,,,Acclaimed,Yes,Yes,No
1024,Hilton Beach V,Desjardin,Kristopher,Local Councillor,,,Acclaimed,No,No,No
1025,Hilton Beach V,Cohen,Sally,Local Councillor,,,Acclaimed,No,No,No
1026,Hilton Tp,Wood,Rodney,Reeve,,,Acclaimed,Yes,Yes,No
1027,Hilton Tp,Garside,Michael,Local Councillor,,,Acclaimed,Yes,Yes,No
1028,Hilton Tp,Leask,David,Local Councillor,,,Acclaimed,Yes,Yes,No
1029,Hilton Tp,Gordanier,Janet,Local Councillor,,,Acclaimed,No,No,No
1030,Hilton Tp,Trainor,Mike,Local Councillor,,,Acclaimed,No,No,No
1031,Hornepayne Tp,Fort,Cheryl T.,Mayor,,,Acclaimed,Yes,Yes,No
1032,Hornepayne Tp,Kistemaker,Belinda Lee,Local Councillor,,,Acclaimed,Yes,Yes,No
1033,Hornepayne Tp,Kistemaker,Peter,Local Councillor,,,Acclaimed,Yes,Yes,No
1034,Hornepayne Tp,Stefanic,Drago,Local Councillor,,,Acclaimed,Yes,Yes,No
1035,Hornepayne Tp,Scheniman,Ted,Local Councillor,,,Acclaimed,No,No,No
1036,Horton Tp,Bennett,David M.,Mayor,,,Acclaimed,Yes,Yes,No
1037,Horton Tp,Campbell,Glen,Local Councillor,799,,Elected,Yes,Yes,No
1038,Horton Tp,Humphries,Doug,Local Councillor,768,,Elected,Yes,Yes,No
1039,Horton Tp,Proctor,Daina,Local Councillor,854,,Elected,No,No,No
1040,Horton Tp,Webster,Tom,Local Councillor,748,,Elected,Yes,Yes,No
1041,Howick Tp,Harding,Doug,Reeve,,,Acclaimed,Yes,Yes,No
1042,Howick Tp,Hargrave,Doug,Local Councillor,,,Acclaimed,Yes,Yes,No
1043,Howick Tp,Grimes,Marvin,Local Councillor,,,Acclaimed,Yes,Yes,No
1044,Howick Tp,Rognvaldson,Rosemary,Local Councillor,,,Acclaimed,No,No,No
1045,Howick Tp,Gibson,Megan,Deputy Reeve,,,Acclaimed,Yes,No,No
1046,Hudson Tp,Craig,Larry,Reeve,,,Acclaimed,Yes,Yes,No
1047,Hudson Tp,Gauthier,Crystal,Local Councillor,158,889,Elected,No,No,No
1048,Hudson Tp,McLean,Dana,Local Councillor,179,889,Elected,No,No,No
1049,Hudson Tp,Seed,Greg,Local Councillor,121,889,Elected,Yes,Yes,No
1050,Hudson Tp,Seymour,Clayton,Local Councillor,138,889,Elected,No,No,No
1051,Huntsville T,Alcock,Nancy,Mayor,3379,7678,Elected,Yes,No,No
1052,Huntsville T,Renwick,Helena,Local Councillor,677,996,Elected,No,No,No
1053,Huntsville T,Clarke,Cory,Local Councillor,1855,3452,Elected,No,No,No
1054,Huntsville T,FitzGerald,Jason,Local Councillor,1116,1748,Elected,Yes,Yes,No
1055,Huntsville T,Schumacher,Dione,Local Councillor,1040,1748,Elected,Yes,Yes,No
1056,Huntsville T,Clouthier,Monty,Local Councillor,559,1482,Elected,No,No,No
1057,Huntsville T,Armour,Dan,Local and District Councillor,4994,7678,Elected,Yes,No,No
1058,Huntsville T,Morrison,Scott,Local and District Councillor,5025,7678,Elected,No,No,No
1059,Huntsville T,Stone,Bob,Local and District Councillor,3849,7678,Elected,Yes,No,No
1060,Huron East M,MacLellan,Bernie,Mayor,1595,2294,Elected,Yes,Yes,No
1061,Huron East M,Morrison,Justin,Local Councillor,,,Acclaimed,Yes,Yes,No
1062,Huron East M,Newell,Jeff,Local Councillor,,,Acclaimed,No,No,No
1063,Huron East M,Diehl,Dianne,Local Councillor,272,367,Elected,Yes,Yes,No
1064,Huron East M,McLellan,Alvin,Local Councillor,305,367,Elected,Yes,Yes,No
1065,Huron East M,Dalton,Brenda,Local Councillor,,,Acclaimed,Yes,Yes,No
1066,Huron East M,Wilbee,Gloria,Local Councillor,,,Acclaimed,Yes,Yes,No
1067,Huron East M,Fisher,Robert,Local Councillor,,,Acclaimed,Yes,Yes,No
1068,Huron East M,Steffler,John,Local Councillor,,,Acclaimed,Yes,Yes,No
1069,Huron East M,Chartrand,Raymond,Local Councillor,,,Acclaimed,Yes,Yes,No
1070,Huron East M,McGrath,Larry,Local Councillor,,,Acclaimed,Yes,Yes,No
1071,Huron Shores M,Seabrook,Matthew,Mayor,702,823,Elected,No,No,No
1072,Huron Shores M,Mulligan,Roger,Local Councillor,226,278,Elected,No,No,No
1073,Huron Shores M,MacKinnon,Blair,Local Councillor,245,493,Elected,Yes,Yes,No
1074,Huron Shores M,Falk,Peter,Local Councillor,212,241,Elected,No,No,No
1075,Huron Shores M,Currie,Tim,Local Councillor,129,218,Elected,No,No,No
1076,Huron Shores M,Armstrong,Jane,Local Councillor,,,Acclaimed,Yes,Yes,No
1077,Huron Shores M,Pirrie,Jock,Local Councillor,,,Acclaimed,Yes,Yes,No
1078,Huron-Kinloss Tp,Murray,Don,Mayor,1650,3019,Elected,Yes,No,No
1079,Huron-Kinloss Tp,Sloetjes,Carl,Local Councillor,1793,3019,Elected,Yes,Yes,No
1080,Huron-Kinloss Tp,McGugan,Ed,Local Councillor,1726,3019,Elected,Yes,Yes,No
1081,Huron-Kinloss Tp,Gibson,Scott,Local Councillor,1691,3019,Elected,No,No,No
1082,Huron-Kinloss Tp,Flett,Shari,Local Councillor,1541,3019,Elected,No,No,No
1083,Huron-Kinloss Tp,Allison,Larry,Local Councillor,1528,3019,Elected,No,No,No
1084,Huron-Kinloss Tp,Hanna,James,Deputy Mayor,1914,3019,Elected,Yes,No,No
1085,Ignace Tp,Gascon,Bill,Mayor,580,715,Elected,No,No,No
1086,Ignace Tp,Baigrie,Kimberley Ann,Local Councillor,370,2703,Elected,No,No,No
1087,Ignace Tp,Defeo,Jodie,Local Councillor,365,2703,Elected,No,No,No
1088,Ignace Tp,Zimmer,Al,Local Councillor,424,2703,Elected,No,No,No
1089,Ignace Tp,Taddeo,John,Local Councillor,375,2703,Elected,No,No,No
1090,Ingersoll T,Petrie,Brian,Mayor,1815,4325,Elected,Yes,No,No
1091,Ingersoll T,Van Kooten-Bossence,Kristy,Local Councillor,2513,18203,Elected,Yes,Yes,No
1092,Ingersoll T,Eus,Richard,Local Councillor,1972,18203,Elected,Yes,Yes,No
1093,Ingersoll T,Hutson,Shannon,Local Councillor,1854,18203,Elected,No,No,No
1094,Ingersoll T,Bowman,Mike,Local Councillor,1796,18203,Elected,Yes,Yes,No
1095,Ingersoll T,Haliru,Khadijah,Local Councillor,1708,18203,Elected,No,No,No
1096,Ingersoll T,Wilson,Lindsay,Deputy Mayor,2947,4266,Elected,No,No,No
1097,Innisfil T,Dollin,Lynn,Mayor,4509,7949,Elected,Yes,Yes,No
1098,Innisfil T,Eisses,Kevin,Local Councillor,584,865,Elected,Yes,Yes,No
1099,Innisfil T,Constantine,Grace,Local Councillor,511,1282,Elected,No,No,No
1100,Innisfil T,Richardson,Jennifer,Local Councillor,768,1446,Elected,No,No,No
1101,Innisfil T,Waters,Alex,Local Councillor,545,927,Elected,Yes,Yes,No
1102,Innisfil T,Zanella,Linda,Local Councillor,173,615,Elected,No,No,No
1103,Innisfil T,Saunders,Robert,Local Councillor,656,1452,Elected,No,No,No
1104,Innisfil T,Drodge,Fred,Local Councillor,915,1362,Elected,No,No,No
1105,Innisfil T,Fowler,Kenneth,Deputy Mayor,4078,7949,Elected,Yes,No,No
1106,Iroquois Falls T,Delaurier,Tory,Mayor,1209,1672,Elected,Yes,Yes,No
1107,Iroquois Falls T,Bernier,Jamy,Local Councillor,779,8556,Elected,No,No,No
1108,Iroquois Falls T,Brahmbhatt,Keval,Local Councillor,882,8556,Elected,No,No,No
1109,Iroquois Falls T,Charlebois,Richard,Local Councillor,1156,8556,Elected,Yes,Yes,No
1110,Iroquois Falls T,Giguere,Gilles,Local Councillor,889,8556,Elected,No,No,No
1111,Iroquois Falls T,Lefebvre,Benard,Local Councillor,701,8556,Elected,Yes,Yes,No
1112,Iroquois Falls T,Tremblay,Claude,Local Councillor,879,8556,Elected,Yes,Yes,No
1113,James Tp,Donaldson,Rodger,Reeve,97,278,Elected,No,No,No
1114,James Tp,Cormier,Chris,Local Councillor,200,904,Elected,No,No,No
1115,James Tp,McIntyre,Steven,Local Councillor,168,904,Elected,No,No,No
1116,James Tp,De Carlo,Michael,Local Councillor,152,904,Elected,No,No,No
1117,James Tp,Fiset,Michelle,Local Councillor,109,904,Elected,No,No,No
1118,Jocelyn Tp,Henderson,Mark,Reeve,314,480,Elected,Yes,Yes,No
1119,Jocelyn Tp,Callahan,Janet,Local Councillor,261,1535,Elected,Yes,Yes,No
1120,Jocelyn Tp,Crowder,Albert,Local Councillor,278,1535,Elected,Yes,Yes,No
1121,Jocelyn Tp,Gilbertson,Greg,Local Councillor,348,1535,Elected,Yes,Yes,No
1122,Jocelyn Tp,Stevens,Faye,Local Councillor,263,1535,Elected,No,No,No
1123,Johnson Tp,McKinnon,Reginald,Mayor,,,Acclaimed,Yes,No,No
1124,Johnson Tp,Aelick-Junor,Emma,Local Councillor,154,574,Elected,No,No,No
1125,Johnson Tp,Stobie,Keith,Local Councillor,150,574,Elected,No,No,No
1126,Johnson Tp,MacFarlane,Dalton,Local Councillor,99,574,Elected,Yes,Yes,No
1127,Johnson Tp,Kern,Jason,Local Councillor,86,574,Elected,Yes,Yes,Yes
1128,Joly Tp,McCabe,Brian,Mayor,,,Acclaimed,Yes,No,No
1129,Joly Tp,Black,Bill,Local Councillor,133,255,Elected,Yes,Yes,No
1130,Joly Tp,Brown,Budd,Local Councillor,170,255,Elected,Yes,Yes,No
1131,Joly Tp,Nicholson,Chris,Local Councillor,172,255,Elected,No,No,No
1132,Joly Tp,Bryson,Tom,Local Councillor,142,255,Elected,Yes,Yes,No
1133,Kapuskasing T,Plourde,David,Mayor,,,Acclaimed,Yes,Yes,No
1134,Kapuskasing T,Breton,Mélanie,Local Councillor,1118,11514,Elected,No,No,No
1135,Kapuskasing T,Dinnissen,Martin,Local Councillor,715,11514,Elected,No,No,No
1136,Kapuskasing T,Fortin,Gary,Local Councillor,918,11514,Elected,No,No,No
1137,Kapuskasing T,Munnoch,Ken,Local Councillor,1019,11514,Elected,Yes,Yes,No
1138,Kapuskasing T,Newton,Bruce,Local Councillor,1012,11514,Elected,Yes,Yes,No
1139,Kapuskasing T,Scherer,Guylaine,Local Councillor,963,11514,Elected,Yes,Yes,No
1140,Kawartha Lakes C,Elmslie,Doug,Mayor,7982,23136,Elected,Yes,No,No
1141,Kawartha Lakes C,Yeo,Emmett,Local Councillor,1004,2310,Elected,Yes,Yes,No
1142,Kawartha Lakes C,Warren,Pat,Local Councillor,1823,2914,Elected,No,No,No
1143,Kawartha Lakes C,Perry,Mike,Local Councillor,2207,3623,Elected,No,No,No
1144,Kawartha Lakes C,Joyce,Dan,Local Councillor,548,2299,Elected,No,No,No
1145,Kawartha Lakes C,Smeaton,Eric,Local Councillor,2182,3843,Elected,No,No,No
1146,Kawartha Lakes C,Ashmore,Ron,Local Councillor,1632,2811,Elected,Yes,Yes,No
1147,Kawartha Lakes C,McDonald,Charles,Local Councillor,2035,3272,Elected,No,No,No
1148,Kawartha Lakes C,Richardson,Tracy,Local Councillor,1700,2064,Elected,Yes,Yes,No
1149,Kearney T,Philip,Cheryl,Mayor,586,1032,Elected,Yes,No,No
1150,Kearney T,Beaucage,Keven,Local Councillor,665,3519,Elected,No,No,No
1151,Kearney T,Pateman,Heather,Local Councillor,858,3519,Elected,No,No,No
1152,Kearney T,Rickward,Michael,Local Councillor,861,3519,Elected,Yes,Yes,No
1153,Kearney T,Sharer,Jill,Local Councillor,427,3519,Elected,No,No,No
1154,Kenora C,Poirier,Andrew,Mayor,3778,5887,Elected,Yes,No,No
1155,Kenora C,Manson,Barbara,Local Councillor,3602,5956,Elected,No,No,No
1156,Kenora C,Moncrief,Lisa,Local Councillor,3237,5956,Elected,No,No,No
1157,Kenora C,Bernie,Robert,Local Councillor,3136,5956,Elected,No,No,No
1158,Kenora C,Van Belleghem,Kelsie,Local Councillor,2476,5956,Elected,No,No,No
1159,Kenora C,Koch,Lindsay,Local Councillor,2411,5956,Elected,No,No,No
1160,Kenora C,Chaze,Graham,Local Councillor,2253,5956,Elected,Yes,Yes,No
1161,Kerns Tp,Phillips,Terry,Reeve,,,Acclaimed,Yes,Yes,No
1162,Kerns Tp,Lenover,Mark,Local Councillor,,,Acclaimed,Yes,Yes,No
1163,Kerns Tp,Jibb,Dennis,Local Councillor,,,Acclaimed,Yes,Yes,No
1164,Kerns Tp,Runnalls,Loren,Local Councillor,,,Acclaimed,Yes,Yes,No
1165,Kerns Tp,Seymour,Carter,Local Councillor,,,Acclaimed,Yes,Yes,No
1166,"Killaloe, Hagarty and Richards Tp",Mayville,David,Mayor,983,1880,Elected,No,No,No
1167,"Killaloe, Hagarty and Richards Tp",Browne,Ted,Local Councillor,361,870,Elected,Yes,Yes,No
1168,"Killaloe, Hagarty and Richards Tp",Smith,Bil,Local Councillor,355,870,Elected,No,No,No
1169,"Killaloe, Hagarty and Richards Tp",Kuehl,Carl,Local Councillor,372,1145,Elected,Yes,Yes,No
1170,"Killaloe, Hagarty and Richards Tp",MacMillan,Maureen,Local Councillor,417,1145,Elected,No,No,No
1171,"Killaloe, Hagarty and Richards Tp",Lavigne,Harold,Local Councillor,309,1076,Elected,No,No,No
1172,"Killaloe, Hagarty and Richards Tp",Pecoskie,Brian,Local Councillor,405,1076,Elected,Yes,Yes,No
1173,Killarney M,Reider,Michael,Mayor,,,Acclaimed,Yes,No,No
1174,Killarney M,Campbell,Robert,Local Councillor,222,820,Elected,Yes,Yes,No
1175,Killarney M,Froats,Dave,Local Councillor,202,820,Elected,No,No,No
1176,Killarney M,Roque,Peggy,Local Councillor,194,820,Elected,No,No,No
1177,Killarney M,Bradbury,Mary,Local Councillor,,,Acclaimed,No,No,No
1178,Killarney M,Grubic,Nikola,Local Councillor,,,Acclaimed,No,No,No
1179,Kincardine M,Craig,Kenneth,Mayor,2776,4741,Elected,No,No,No
1180,Kincardine M,Hinchberger,Mike,Local Councillor,2814,4741,Elected,No,No,No
1181,Kincardine M,Cavanagh,Rory,Local Councillor,2788,4741,Elected,No,No,No
1182,Kincardine M,Prenger,Jennifer,Local Councillor,1927,4741,Elected,No,No,No
1183,Kincardine M,Kennedy,Doug,Local Councillor,,,Acclaimed,Yes,Yes,No
1184,Kincardine M,Blackwell,Beth,Local Councillor,,,Acclaimed,No,No,No
1185,Kincardine M,Stewart,Bill,Local Councillor,668,1256,Elected,Yes,Yes,No
1186,Kincardine M,Steinhoff-Gray,Amanda,Local Councillor,474,705,Elected,No,No,No
1187,Kincardine M,Clarke,Andrea,Deputy Mayor,2838,4741,Elected,Yes,No,No
1188,King Tp,Pellegrini,Steve,Mayor,,,Acclaimed,Yes,Yes,No
1189,King Tp,Cescolini,Jordan Alexander,Local Councillor,738,1327,Elected,Yes,Yes,No
1190,King Tp,Boyd,David,Local Councillor,,,Acclaimed,Yes,Yes,No
1191,King Tp,Schaefer,Debbie,Local Councillor,575,889,Elected,Yes,Yes,No
1192,King Tp,Eek,Avia,Local Councillor,,,Acclaimed,Yes,Yes,No
1193,King Tp,Asselstine,Mary,Local Councillor,553,1239,Elected,No,No,No
1194,King Tp,Anstey,Jennifer,Local Councillor,228,548,Elected,No,No,No
1195,Kingston C,Paterson,Bryan,Mayor,21844,29402,Elected,Yes,Yes,No
1196,Kingston C,Boehme,Ryan,Local Councillor,2389,3186,Elected,Yes,Yes,No
1197,Kingston C,McLaren,Jeff,Local Councillor,1518,2709,Elected,Yes,Yes,No
1198,Kingston C,Oosterhof,Gary,Local Councillor,,,Acclaimed,Yes,Yes,No
1199,Kingston C,Osanic,Lisa,Local Councillor,2236,2973,Elected,Yes,Yes,No
1200,Kingston C,Chaves,Paul,Local Councillor,1709,3383,Elected,No,No,No
1201,Kingston C,Stephen,Wendy,Local Councillor,1697,3295,Elected,No,No,No
1202,Kingston C,Amos,Don,Local Councillor,776,2392,Elected,No,No,No
1203,Kingston C,Hassan,Jimmy,Local Councillor,1874,2977,Elected,No,No,No
1204,Kingston C,Tozzo,Brandon,Local Councillor,800,1924,Elected,No,No,No
1205,Kingston C,Cinanni,Vincent,Local Councillor,675,1511,Elected,No,No,No
1206,Kingston C,Glenn,Conny,Local Councillor,504,1436,Elected,No,No,No
1207,Kingston C,Ridge,Gregory,Local Councillor,1245,1947,Elected,No,No,No
1208,Kingsville T,Rogers,Dennis,Mayor,3182,8379,Elected,No,No,No
1209,Kingsville T,Gaffan,Tony,Local Councillor,5285,36283,Elected,Yes,Yes,No
1210,Kingsville T,Neufeld,Thomas,Local Councillor,4188,36283,Elected,Yes,Yes,No
1211,Kingsville T,Patterson,Larry,Local Councillor,4409,36283,Elected,Yes,Yes,No
1212,Kingsville T,Jarvis-Chausse,Debby,Local Councillor,3443,36283,Elected,No,No,No
1213,Kingsville T,Lowrie,Sheri,Local Councillor,3316,36283,Elected,No,No,No
1214,Kingsville T,Deyong,Kimberly,Deputy Mayor,4629,8292,Elected,Yes,No,No
1215,Kirkland Lake T,Wight,Stacy,Mayor,964,1643,Elected,Yes,No,No
1216,Kirkland Lake T,Shaba,Lad,Local Councillor,1175,7863,Elected,Yes,Yes,No
1217,Kirkland Lake T,Kiely,Pat,Local Councillor,773,7863,Elected,Yes,No,No
1218,Kirkland Lake T,Owen,Rick,Local Councillor,921,7863,Elected,Yes,Yes,No
1219,Kirkland Lake T,Owens,Casey,Local Councillor,1069,7863,Elected,Yes,Yes,No
1220,Kirkland Lake T,Dikens,Dolly,Local Councillor,990,7863,Elected,No,No,No
1221,Kirkland Lake T,Ranger,Janice,Local Councillor,1194,7863,Elected,No,No,No
1222,Kitchener C,Vrbanovic,Berry,Mayor,26846,33569,Elected,Yes,Yes,No
1223,Kitchener C,Chapman,Debbie,Local Councillor,2276,3800,Elected,Yes,Yes,No
1224,Kitchener C,Davey,Scott,Local Councillor,2375,3458,Elected,Yes,Yes,No
1225,Kitchener C,Ioannidis,Bil,Local Councillor,1620,3899,Elected,Yes,Yes,No
1226,Kitchener C,Johnston,Margaret,Local Councillor,2596,2940,Elected,Yes,Yes,No
1227,Kitchener C,Michaud,Christine,Local Councillor,1638,2831,Elected,Yes,Yes,No
1228,Kitchener C,Schnider,Dave,Local Councillor,3284,4006,Elected,Yes,Yes,No
1229,Kitchener C,Singh,Paul,Local Councillor,2060,2749,Elected,Yes,Yes,No
1230,Kitchener C,Deneault,Jason,Local Councillor,532,1791,Elected,No,No,No
1231,Kitchener C,Owodunni,Ayo,Local Councillor,844,2678,Elected,No,No,No
1232,Kitchener C,Clancy,Aislinn,Local Councillor,1765,4882,Elected,No,No,No
1233,La Vallee Tp,MacDonald,Lucille,Reeve,128,290,Elected,No,No,No
1234,La Vallee Tp,Hughes,Elaine,Local Councillor,155,1002,Elected,Yes,Yes,No
1235,La Vallee Tp,Badiuk,Kenneth,Local Councillor,174,1002,Elected,No,No,No
1236,La Vallee Tp,Hyatt,Brendan,Local Councillor,135,1002,Elected,No,No,No
1237,La Vallee Tp,Loshaw,Stephen,Local Councillor,163,1002,Elected,No,No,No
1238,Laird Tp,Evoy,Shawn,Mayor,359,503,Elected,Yes,No,No
1239,Laird Tp,Lapish,Ed,Local Councillor,227,1573,Elected,Yes,Yes,No
1240,Laird Tp,Rydall,Todd,Local Councillor,341,1573,Elected,Yes,Yes,No
1241,Laird Tp,Junor,Wayne R.,Local Councillor,265,1573,Elected,No,No,No
1242,Laird Tp,Frolick,Matthew,Local Councillor,268,1573,Elected,No,No,No
1243,Lake of Bays Tp,Glover,Terry,Mayor,1401,2398,Elected,Yes,Yes,No
1244,Lake of Bays Tp,Anderson,George,Local Councillor,,,Acclaimed,Yes,Yes,
1245,Lake of Bays Tp,Brooks,Rick,Local Councillor,,,Acclaimed,Yes,Yes,
1246,Lake of Bays Tp,Tapley,Nancy,Local Councillor,,,Acclaimed,Yes,Yes,
1247,Lake of Bays Tp,Godard,Jacquieline,Local Councillor,,,Acclaimed,Yes,Yes,
1248,Lake of Bays Tp,Lacroix,Robert,Local and District Councillor,,,Acclaimed,Yes,Yes,
1249,Lake of Bays Tp,Peppard,Mike,Local and District Councillor,574,1296,Elected,Yes,Yes,No
1250,Lake of The Woods Tp,Fadden,Colleen,Mayor,,,Acclaimed,Yes,Yes,No
1251,Lake of The Woods Tp,Chojko-Bolec,April,Local Councillor,,,Acclaimed,Yes,Yes,No
1252,Lake of The Woods Tp,Gate,Nancy,Local Councillor,,,Acclaimed,Yes,Yes,No
1253,Lake of The Woods Tp,Lundgren,Bill,Local Councillor,,,Acclaimed,Yes,Yes,No
1254,Lake of The Woods Tp,Cottam,Kaitlyn,Local Councillor,,,Acclaimed,No,No,No
1255,Lakeshore M,Bailey,Tracey,Mayor,5638,9085,Elected,Yes,No,No
1256,Lakeshore M,Kerr,John,Local Councillor,1327,2143,Elected,Yes,Yes,No
1257,Lakeshore M,Santarossa,Kelsey,Local Councillor,837,1374,Elected,Yes,Yes,No
1258,Lakeshore M,McNamara,Ryan,Local Councillor,974,1272,Elected,No,No,No
1259,Lakeshore M,Byrne,Paddy,Local Councillor,605,1073,Elected,No,No,No
1260,Lakeshore M,Ruston,Ian,Local Councillor,656,1615,Elected,No,No,No
1261,Lakeshore M,Vogler,Larissa,Local Councillor,1084,1413,Elected,No,No,No
1262,Lakeshore M,Walstedt,Kirk,Deputy Mayor,4719,8873,Elected,Yes,No,No
1263,Lambton Shores M,Cook,Doug,Mayor,2922,4786,Elected,Yes,No,No
1264,Lambton Shores M,Ferguson,Scott,Local Councillor,279,647,Elected,Yes,Yes,No
1265,Lambton Shores M,Dodge,Ronn E.,Local Councillor,,,Acclaimed,Yes,Yes,No
1266,Lambton Shores M,Maguire,Dave,Local Councillor,598,791,Elected,Yes,Yes,No
1267,Lambton Shores M,Marsh,Dave,Local Councillor,,,Acclaimed,Yes,Yes,No
1268,Lambton Shores M,Scott,Lorie,Local Councillor,448,850,Elected,Yes,Yes,No
1269,Lambton Shores M,Wilcox,Jeff,Local Councillor,326,659,Elected,Yes,Yes,No
1270,Lambton Shores M,Baillie,Glen,Local Councillor,548,881,Elected,No,No,No
1271,Lambton Shores M,Sageman,Dan,Deputy Mayor,2343,4740,Elected,Yes,No,No
1272,Lanark Highlands Tp,McLaren,Peter,Reeve,1113,2337,Elected,Yes,Yes,No
